rank,country_name,gold,silver,bronze,total,year,season,location,country_flag,country_id,index
10,Sweden,0,0,4,4,1952,winter,Oslo - Norway,23-Sweden.png,5,17
11,Switzerland,0,0,2,2,1952,winter,Oslo - Norway,268-Switzerland.png,161,17
12,France,0,0,1,1,1952,winter,Oslo - Norway,3-France.png,51,17
12,Hungary,0,0,1,1,1952,winter,Oslo - Norway,79-Hungary.png,30,17
1,United States,40,19,17,76,1952,summer,Helsinki - Finland,28-United States.png,163,18
2,Soviet Union,22,30,19,71,1952,summer,Helsinki - Finland,78-Soviet Union.png,26,18
3,Hungary,16,10,16,42,1952,summer,Helsinki - Finland,79-Hungary.png,30,18
4,Sweden,12,13,10,35,1952,summer,Helsinki - Finland,23-Sweden.png,5,18
5,Italy,8,9,4,21,1952,summer,Helsinki - Finland,65-Italy.png,113,18
6,Czechoslovakia,7,3,3,13,1952,summer,Helsinki - Finland,36-Czechoslovakia.png,11,18
7,France,6,6,6,18,1952,summer,Helsinki - Finland,3-France.png,51,18
8,Finland,6,3,13,22,1952,summer,Helsinki - Finland,30-Finland.png,8,18
9,Australia,6,2,3,11,1952,summer,Helsinki - Finland,33-Australia.png,53,18
10,Norway,3,2,0,5,1952,summer,Helsinki - Finland,17-Norway.png,3,18
11,Switzerland,2,6,6,14,1952,summer,Helsinki - Finland,9-Switzerland.png,161,18
12,South Africa,2,4,4,10,1952,summer,Helsinki - Finland,50-South Africa.png,95,18
13,Jamaica,2,3,0,5,1952,summer,Helsinki - Finland,67-Jamaica.png,43,18
14,Belgium,2,2,0,4,1952,summer,Helsinki - Finland,12-Belgium.png,56,18
15,Denmark,2,1,3,6,1952,summer,Helsinki - Finland,8-Denmark.png,54,18
16,Turkey,2,0,1,3,1952,summer,Helsinki - Finland,66-Turkey.png,19,18
17,Japan,1,6,2,9,1952,summer,Helsinki - Finland,34-Japan.png,106,18
18,Great Britain,1,2,8,11,1952,summer,Helsinki - Finland,4-Great Britain.png,162,18
19,Argentina,1,2,2,5,1952,summer,Helsinki - Finland,40-Argentina.png,131,18
20,Poland,1,2,1,4,1952,summer,Helsinki - Finland,54-Poland.png,52,18
21,Canada,1,2,0,3,1952,summer,Helsinki - Finland,43-Canada.png,41,18
21,Yugoslavia,1,2,0,3,1952,summer,Helsinki - Finland,70-Yugoslavia.png,21,18
23,Romania,1,1,2,4,1952,summer,Helsinki - Finland,80-Romania.png,39,18
24,Brazil,1,0,2,3,1952,summer,Helsinki - Finland,32-Brazil.png,82,18
24,New Zealand,1,0,2,3,1952,summer,Helsinki - Finland,37-New Zealand.png,12,18
26,India,1,0,1,2,1952,summer,Helsinki - Finland,68-India.png,20,18
27,Luxembourg,1,0,0,1,1952,summer,Helsinki - Finland,35-Luxembourg.png,10,18
28,Germany,0,7,17,24,1952,summer,Helsinki - Finland,81-Germany.png,24,18
29,Netherlands,0,5,0,5,1952,summer,Helsinki - Finland,14-Netherlands.png,59,18
30,Iran,0,3,4,7,1952,summer,Helsinki - Finland,76-Iran.png,74,18
31,Chile,0,2,0,2,1952,summer,Helsinki - Finland,52-Chile.png,17,18
32,Austria,0,1,1,2,1952,summer,Helsinki - Finland,42-Austria.png,14,18
32,Lebanon,0,1,1,2,1952,summer,Helsinki - Finland,82-Lebanon.png,25,18
34,Ireland,0,1,0,1,1952,summer,Helsinki - Finland,51-Ireland.png,60,18
34,Mexico,0,1,0,1,1952,summer,Helsinki - Finland,62-Mexico.png,40,18
34,Spain,0,1,0,1,1952,summer,Helsinki - Finland,72-Spain.png,63,18
37,South Korea,0,0,2,2,1952,summer,Helsinki - Finland,83-South Korea.png,129,18
37,Trinidad and Tobago,0,0,2,2,1952,summer,Helsinki - Finland,73-Trinidad and Tobago.png,36,18
37,Uruguay,0,0,2,2,1952,summer,Helsinki - Finland,41-Uruguay.png,13,18
40,Bulgaria,0,0,1,1,1952,summer,Helsinki - Finland,84-Bulgaria.png,81,18
40,Egypt,0,0,1,1,1952,summer,Helsinki - Finland,49-Egypt.png,116,18
40,Portugal,0,0,1,1,1952,summer,Helsinki - Finland,46-Portugal.png,16,18
40,Venezuela,0,0,1,1,1952,summer,Helsinki - Finland,85-Venezuela.png,148,18
1,Soviet Union,7,3,6,16,1956,winter,Cortina d'Ampezzo - Italy,86-Soviet Union.png,26,19
2,Austria,4,3,4,11,1956,winter,Cortina d'Ampezzo - Italy,42-Austria.png,14,19
3,Finland,3,3,1,7,1956,winter,Cortina d'Ampezzo - Italy,30-Finland.png,8,19
4,Switzerland,3,2,1,6,1956,winter,Cortina d'Ampezzo - Italy,268-Switzerland.png,161,19
5,Sweden,2,4,4,10,1956,winter,Cortina d'Ampezzo - Italy,23-Sweden.png,5,19
6,United States,2,3,2,7,1956,winter,Cortina d'Ampezzo - Italy,28-United States.png,163,19
7,Norway,2,1,1,4,1956,winter,Cortina d'Ampezzo - Italy,17-Norway.png,3,19
8,Italy,1,2,0,3,1956,winter,Cortina d'Ampezzo - Italy,65-Italy.png,113,19
9,United Team of Germany,1,0,1,2,1956,winter,Cortina d'Ampezzo - Italy,87-United Team of Germany.png,29,19
10,Canada,0,1,2,3,1956,winter,Cortina d'Ampezzo - Italy,43-Canada.png,41,19
11,Japan,0,1,0,1,1956,winter,Cortina d'Ampezzo - Italy,34-Japan.png,106,19
12,Hungary,0,0,1,1,1956,winter,Cortina d'Ampezzo - Italy,64-Hungary.png,30,19
12,Poland,0,0,1,1,1956,winter,Cortina d'Ampezzo - Italy,54-Poland.png,52,19
1,Soviet Union,37,29,32,98,1956,summer,Melbourne - Australia,86-Soviet Union.png,26,20
2,United States,32,25,17,74,1956,summer,Melbourne - Australia,28-United States.png,163,20
3,Australia,13,8,14,35,1956,summer,Melbourne - Australia,33-Australia.png,53,20
4,Hungary,9,10,7,26,1956,summer,Melbourne - Australia,64-Hungary.png,30,20
5,Italy,8,8,9,25,1956,summer,Melbourne - Australia,65-Italy.png,113,20
6,Sweden,8,5,6,19,1956,summer,Melbourne - Australia,23-Sweden.png,5,20
7,United Team of Germany,6,13,7,26,1956,summer,Melbourne - Australia,87-United Team of Germany.png,29,20
8,Great Britain,6,7,11,24,1956,summer,Melbourne - Australia,4-Great Britain.png,162,20
9,Romania,5,3,5,13,1956,summer,Melbourne - Australia,88-Romania.png,39,20
10,Japan,4,10,5,19,1956,summer,Melbourne - Australia,34-Japan.png,106,20
11,France,4,4,6,14,1956,summer,Melbourne - Australia,3-France.png,51,20
12,Turkey,3,2,2,7,1956,summer,Melbourne - Australia,66-Turkey.png,19,20
13,Finland,3,1,11,15,1956,summer,Melbourne - Australia,30-Finland.png,8,20
14,Iran,2,2,1,5,1956,summer,Melbourne - Australia,76-Iran.png,74,20
15,Canada,2,1,3,6,1956,summer,Melbourne - Australia,43-Canada.png,41,20
16,New Zealand,2,0,0,2,1956,summer,Melbourne - Australia,37-New Zealand.png,12,20
17,Poland,1,4,4,9,1956,summer,Melbourne - Australia,54-Poland.png,52,20
18,Czechoslovakia,1,4,1,6,1956,summer,Melbourne - Australia,36-Czechoslovakia.png,11,20
19,Bulgaria,1,3,1,5,1956,summer,Melbourne - Australia,84-Bulgaria.png,81,20
20,Denmark,1,2,1,4,1956,summer,Melbourne - Australia,8-Denmark.png,54,20
21,Ireland,1,1,3,5,1956,summer,Melbourne - Australia,51-Ireland.png,60,20
22,Norway,1,0,2,3,1956,summer,Melbourne - Australia,17-Norway.png,3,20
23,Mexico,1,0,1,2,1956,summer,Melbourne - Australia,62-Mexico.png,40,20
24,Brazil,1,0,0,1,1956,summer,Melbourne - Australia,32-Brazil.png,82,20
24,India,1,0,0,1,1956,summer,Melbourne - Australia,68-India.png,20,20
26,Yugoslavia,0,3,0,3,1956,summer,Melbourne - Australia,70-Yugoslavia.png,21,20
27,Chile,0,2,2,4,1956,summer,Melbourne - Australia,52-Chile.png,17,20
28,Belgium,0,2,0,2,1956,summer,Melbourne - Australia,12-Belgium.png,56,20
29,Argentina,0,1,1,2,1956,summer,Melbourne - Australia,40-Argentina.png,131,20
29,South Korea,0,1,1,2,1956,summer,Melbourne - Australia,83-South Korea.png,129,20
31,Iceland,0,1,0,1,1956,summer,Melbourne - Australia,89-Iceland.png,27,20
31,Pakistan,0,1,0,1,1956,summer,Melbourne - Australia,90-Pakistan.png,28,20
33,South Africa,0,0,4,4,1956,summer,Melbourne - Australia,50-South Africa.png,95,20
34,Austria,0,0,2,2,1956,summer,Melbourne - Australia,42-Austria.png,14,20
35,Bahamas,0,0,1,1,1956,summer,Melbourne - Australia,91-Bahamas.png,88,20
35,Greece,0,0,1,1,1956,summer,Melbourne - Australia,1-Greece.png,55,20
35,Switzerland,0,0,1,1,1956,summer,Melbourne - Australia,9-Switzerland.png,161,20
35,Uruguay,0,0,1,1,1956,summer,Melbourne - Australia,41-Uruguay.png,13,20
1,Soviet Union,7,5,9,21,1960,winter,Squaw Valley - United States,86-Soviet Union.png,26,21
2,United Team of Germany,4,3,1,8,1960,winter,Squaw Valley - United States,93-United Team of Germany.png,29,21
3,United States,3,4,3,10,1960,winter,Squaw Valley - United States,270-United States.png,163,21
4,Norway,3,3,0,6,1960,winter,Squaw Valley - United States,17-Norway.png,3,21
5,Sweden,3,2,2,7,1960,winter,Squaw Valley - United States,23-Sweden.png,5,21
6,Finland,2,3,3,8,1960,winter,Squaw Valley - United States,30-Finland.png,8,21
7,Canada,2,1,1,4,1960,winter,Squaw Valley - United States,97-Canada.png,41,21
8,Switzerland,2,0,0,2,1960,winter,Squaw Valley - United States,268-Switzerland.png,161,21
9,Austria,1,2,3,6,1960,winter,Squaw Valley - United States,42-Austria.png,14,21
10,France,1,0,2,3,1960,winter,Squaw Valley - United States,3-France.png,51,21
11,Netherlands,0,1,1,2,1960,winter,Squaw Valley - United States,14-Netherlands.png,59,21
11,Poland,0,1,1,2,1960,winter,Squaw Valley - United States,54-Poland.png,52,21
13,Czechoslovakia,0,1,0,1,1960,winter,Squaw Valley - United States,36-Czechoslovakia.png,11,21
14,Italy,0,0,1,1,1960,winter,Squaw Valley - United States,65-Italy.png,113,21
1,Soviet Union,43,29,31,103,1960,summer,Rome - Italy,86-Soviet Union.png,26,22
2,United States,34,21,16,71,1960,summer,Rome - Italy,92-United States.png,163,22
3,Italy,13,10,13,36,1960,summer,Rome - Italy,65-Italy.png,113,22
4,United Team of Germany,12,19,11,42,1960,summer,Rome - Italy,93-United Team of Germany.png,29,22
5,Australia,8,8,6,22,1960,summer,Rome - Italy,33-Australia.png,53,22
6,Turkey,7,2,0,9,1960,summer,Rome - Italy,66-Turkey.png,19,22
7,Hungary,6,8,7,21,1960,summer,Rome - Italy,94-Hungary.png,30,22
8,Japan,4,7,7,18,1960,summer,Rome - Italy,34-Japan.png,106,22
9,Poland,4,6,11,21,1960,summer,Rome - Italy,54-Poland.png,52,22
10,Czechoslovakia,3,2,3,8,1960,summer,Rome - Italy,36-Czechoslovakia.png,11,22
11,Romania,3,1,6,10,1960,summer,Rome - Italy,88-Romania.png,39,22
12,Great Britain,2,6,12,20,1960,summer,Rome - Italy,4-Great Britain.png,162,22
13,Denmark,2,3,1,6,1960,summer,Rome - Italy,8-Denmark.png,54,22
14,New Zealand,2,0,1,3,1960,summer,Rome - Italy,37-New Zealand.png,12,22
15,Bulgaria,1,3,3,7,1960,summer,Rome - Italy,84-Bulgaria.png,81,22
16,Sweden,1,2,3,6,1960,summer,Rome - Italy,23-Sweden.png,5,22
17,Finland,1,1,3,5,1960,summer,Rome - Italy,30-Finland.png,8,22
18,Austria,1,1,0,2,1960,summer,Rome - Italy,42-Austria.png,14,22
18,Yugoslavia,1,1,0,2,1960,summer,Rome - Italy,70-Yugoslavia.png,21,22
20,Pakistan,1,0,1,2,1960,summer,Rome - Italy,90-Pakistan.png,28,22
21,Ethiopia,1,0,0,1,1960,summer,Rome - Italy,95-Ethiopia.png,130,22
21,Greece,1,0,0,1,1960,summer,Rome - Italy,1-Greece.png,55,22
21,Norway,1,0,0,1,1960,summer,Rome - Italy,17-Norway.png,3,22
24,Switzerland,0,3,3,6,1960,summer,Rome - Italy,9-Switzerland.png,161,22
25,France,0,2,3,5,1960,summer,Rome - Italy,3-France.png,51,22
26,Belgium,0,2,2,4,1960,summer,Rome - Italy,12-Belgium.png,56,22
27,Iran,0,1,3,4,1960,summer,Rome - Italy,76-Iran.png,74,22
28,Netherlands,0,1,2,3,1960,summer,Rome - Italy,14-Netherlands.png,59,22
28,South Africa,0,1,2,3,1960,summer,Rome - Italy,50-South Africa.png,95,22
30,Argentina,0,1,1,2,1960,summer,Rome - Italy,40-Argentina.png,131,22
30,Egypt,0,1,1,2,1960,summer,Rome - Italy,96-Egypt.png,116,22
32,Canada,0,1,0,1,1960,summer,Rome - Italy,97-Canada.png,41,22
32,Formosa,0,1,0,1,1960,summer,Rome - Italy,98-Formosa.png,31,22
32,Ghana,0,1,0,1,1960,summer,Rome - Italy,99-Ghana.png,48,22
32,India,0,1,0,1,1960,summer,Rome - Italy,68-India.png,20,22
32,Morocco,0,1,0,1,1960,summer,Rome - Italy,100-Morocco.png,32,22
32,Portugal,0,1,0,1,1960,summer,Rome - Italy,46-Portugal.png,16,22
32,Singapore,0,1,0,1,1960,summer,Rome - Italy,101-Singapore.png,33,22
39,Brazil,0,0,2,2,1960,summer,Rome - Italy,102-Brazil.png,82,22
39,British West Indies,0,0,2,2,1960,summer,Rome - Italy,103-British West Indies.png,34,22
41,Iraq,0,0,1,1,1960,summer,Rome - Italy,104-Iraq.png,35,22
41,Mexico,0,0,1,1,1960,summer,Rome - Italy,62-Mexico.png,40,22
41,Spain,0,0,1,1,1960,summer,Rome - Italy,72-Spain.png,63,22
41,Venezuela,0,0,1,1,1960,summer,Rome - Italy,105-Venezuela.png,148,22
1,Soviet Union,11,8,6,25,1964,winter,Innsbruck - Austria,86-Soviet Union.png,26,23
2,Austria,4,5,3,12,1964,winter,Innsbruck - Austria,42-Austria.png,14,23
3,Norway,3,6,6,15,1964,winter,Innsbruck - Austria,17-Norway.png,3,23
4,Finland,3,4,3,10,1964,winter,Innsbruck - Austria,30-Finland.png,8,23
5,France,3,4,0,7,1964,winter,Innsbruck - Austria,3-France.png,51,23
6,United Team of Germany,3,3,3,9,1964,winter,Innsbruck - Austria,93-United Team of Germany.png,29,23
7,Sweden,3,3,1,7,1964,winter,Innsbruck - Austria,23-Sweden.png,5,23
8,United States,1,2,4,7,1964,winter,Innsbruck - Austria,92-United States.png,163,23
9,Canada,1,1,1,3,1964,winter,Innsbruck - Austria,97-Canada.png,41,23
10,Netherlands,1,1,0,2,1964,winter,Innsbruck - Austria,14-Netherlands.png,59,23
11,Great Britain,1,0,0,1,1964,winter,Innsbruck - Austria,269-Great Britain.png,162,23
12,Italy,0,1,3,4,1964,winter,Innsbruck - Austria,65-Italy.png,113,23
13,North Korea,0,1,0,1,1964,winter,Innsbruck - Austria,127-North Korea.png,80,23
14,Czechoslovakia,0,0,1,1,1964,winter,Innsbruck - Austria,36-Czechoslovakia.png,11,23
1,United States,36,26,28,90,1964,summer,Tokyo - Japan,92-United States.png,163,24
2,Soviet Union,30,31,35,96,1964,summer,Tokyo - Japan,86-Soviet Union.png,26,24
3,Japan,16,5,8,29,1964,summer,Tokyo - Japan,34-Japan.png,106,24
4,United Team of Germany,10,22,18,50,1964,summer,Tokyo - Japan,93-United Team of Germany.png,29,24
5,Italy,10,10,7,27,1964,summer,Tokyo - Japan,65-Italy.png,113,24
6,Hungary,10,7,5,22,1964,summer,Tokyo - Japan,94-Hungary.png,30,24
7,Poland,7,6,10,23,1964,summer,Tokyo - Japan,54-Poland.png,52,24
8,Australia,6,2,10,18,1964,summer,Tokyo - Japan,33-Australia.png,53,24
9,Czechoslovakia,5,6,3,14,1964,summer,Tokyo - Japan,36-Czechoslovakia.png,11,24
10,Great Britain,4,12,2,18,1964,summer,Tokyo - Japan,4-Great Britain.png,162,24
11,Bulgaria,3,5,2,10,1964,summer,Tokyo - Japan,84-Bulgaria.png,81,24
12,Finland,3,0,2,5,1964,summer,Tokyo - Japan,30-Finland.png,8,24
12,New Zealand,3,0,2,5,1964,summer,Tokyo - Japan,37-New Zealand.png,12,24
14,Romania,2,4,6,12,1964,summer,Tokyo - Japan,88-Romania.png,39,24
15,Netherlands,2,4,4,10,1964,summer,Tokyo - Japan,14-Netherlands.png,59,24
16,Turkey,2,3,1,6,1964,summer,Tokyo - Japan,66-Turkey.png,19,24
17,Sweden,2,2,4,8,1964,summer,Tokyo - Japan,23-Sweden.png,5,24
18,Denmark,2,1,3,6,1964,summer,Tokyo - Japan,8-Denmark.png,54,24
19,Yugoslavia,2,1,2,5,1964,summer,Tokyo - Japan,70-Yugoslavia.png,21,24
20,Belgium,2,0,1,3,1964,summer,Tokyo - Japan,12-Belgium.png,56,24
21,France,1,8,6,15,1964,summer,Tokyo - Japan,3-France.png,51,24
22,Canada,1,2,1,4,1964,summer,Tokyo - Japan,97-Canada.png,41,24
22,Switzerland,1,2,1,4,1964,summer,Tokyo - Japan,9-Switzerland.png,161,24
24,Bahamas,1,0,0,1,1964,summer,Tokyo - Japan,91-Bahamas.png,88,24
24,Ethiopia,1,0,0,1,1964,summer,Tokyo - Japan,95-Ethiopia.png,130,24
24,India,1,0,0,1,1964,summer,Tokyo - Japan,68-India.png,20,24
27,South Korea,0,2,1,3,1964,summer,Tokyo - Japan,83-South Korea.png,129,24
28,Trinidad and Tobago,0,1,2,3,1964,summer,Tokyo - Japan,106-Trinidad and Tobago.png,36,24
29,Tunisia,0,1,1,2,1964,summer,Tokyo - Japan,107-Tunisia.png,122,24
30,Argentina,0,1,0,1,1964,summer,Tokyo - Japan,40-Argentina.png,131,24
30,Cuba,0,1,0,1,1964,summer,Tokyo - Japan,15-Cuba.png,2,24
30,Pakistan,0,1,0,1,1964,summer,Tokyo - Japan,90-Pakistan.png,28,24
30,Philippines,0,1,0,1,1964,summer,Tokyo - Japan,63-Philippines.png,145,24
34,Iran,0,0,2,2,1964,summer,Tokyo - Japan,108-Iran.png,74,24
35,Brazil,0,0,1,1,1964,summer,Tokyo - Japan,102-Brazil.png,82,24
35,Ghana,0,0,1,1,1964,summer,Tokyo - Japan,109-Ghana.png,48,24
35,Ireland,0,0,1,1,1964,summer,Tokyo - Japan,51-Ireland.png,60,24
35,Kenya,0,0,1,1,1964,summer,Tokyo - Japan,110-Kenya.png,37,24
35,Mexico,0,0,1,1,1964,summer,Tokyo - Japan,62-Mexico.png,40,24
35,Nigeria,0,0,1,1,1964,summer,Tokyo - Japan,111-Nigeria.png,38,24
35,Uruguay,0,0,1,1,1964,summer,Tokyo - Japan,41-Uruguay.png,13,24
1,Norway,6,6,2,14,1968,winter,Grenoble - France,17-Norway.png,3,25
2,Soviet Union,5,5,3,13,1968,winter,Grenoble - France,86-Soviet Union.png,26,25
3,France,4,3,2,9,1968,winter,Grenoble - France,3-France.png,51,25
4,Italy,4,0,0,4,1968,winter,Grenoble - France,65-Italy.png,113,25
5,Austria,3,4,4,11,1968,winter,Grenoble - France,42-Austria.png,14,25
6,Netherlands,3,3,3,9,1968,winter,Grenoble - France,14-Netherlands.png,59,25
7,Sweden,3,2,3,8,1968,winter,Grenoble - France,23-Sweden.png,5,25
8,West Germany,2,2,3,7,1968,winter,Grenoble - France,113-West Germany.png,46,25
9,United States,1,5,1,7,1968,winter,Grenoble - France,92-United States.png,163,25
10,East Germany,1,2,2,5,1968,winter,Grenoble - France,112-East Germany.png,45,25
10,Finland,1,2,2,5,1968,winter,Grenoble - France,30-Finland.png,8,25
12,Czechoslovakia,1,2,1,4,1968,winter,Grenoble - France,36-Czechoslovakia.png,11,25
13,Canada,1,1,1,3,1968,winter,Grenoble - France,117-Canada.png,41,25
14,Switzerland,0,2,4,6,1968,winter,Grenoble - France,268-Switzerland.png,161,25
15,Romania,0,0,1,1,1968,winter,Grenoble - France,114-Romania.png,39,25
1,United States,45,28,34,107,1968,summer,Mexico City - Mexico,92-United States.png,163,26
2,Soviet Union,29,32,30,91,1968,summer,Mexico City - Mexico,86-Soviet Union.png,26,26
3,Japan,11,7,7,25,1968,summer,Mexico City - Mexico,34-Japan.png,106,26
4,Hungary,10,10,12,32,1968,summer,Mexico City - Mexico,94-Hungary.png,30,26
5,East Germany,9,9,7,25,1968,summer,Mexico City - Mexico,112-East Germany.png,45,26
6,France,7,3,5,15,1968,summer,Mexico City - Mexico,3-France.png,51,26
7,Czechoslovakia,7,2,4,13,1968,summer,Mexico City - Mexico,36-Czechoslovakia.png,11,26
8,West Germany,5,11,10,26,1968,summer,Mexico City - Mexico,113-West Germany.png,46,26
9,Australia,5,7,5,17,1968,summer,Mexico City - Mexico,33-Australia.png,53,26
10,Great Britain,5,5,3,13,1968,summer,Mexico City - Mexico,4-Great Britain.png,162,26
11,Poland,5,2,11,18,1968,summer,Mexico City - Mexico,54-Poland.png,52,26
12,Romania,4,6,5,15,1968,summer,Mexico City - Mexico,114-Romania.png,39,26
13,Italy,3,4,9,16,1968,summer,Mexico City - Mexico,65-Italy.png,113,26
14,Kenya,3,4,2,9,1968,summer,Mexico City - Mexico,110-Kenya.png,37,26
15,Mexico,3,3,3,9,1968,summer,Mexico City - Mexico,115-Mexico.png,40,26
16,Yugoslavia,3,3,2,8,1968,summer,Mexico City - Mexico,70-Yugoslavia.png,21,26
17,Netherlands,3,3,1,7,1968,summer,Mexico City - Mexico,14-Netherlands.png,59,26
18,Bulgaria,2,4,3,9,1968,summer,Mexico City - Mexico,116-Bulgaria.png,81,26
19,Iran,2,1,2,5,1968,summer,Mexico City - Mexico,108-Iran.png,74,26
20,Sweden,2,1,1,4,1968,summer,Mexico City - Mexico,23-Sweden.png,5,26
21,Turkey,2,0,0,2,1968,summer,Mexico City - Mexico,66-Turkey.png,19,26
22,Denmark,1,4,3,8,1968,summer,Mexico City - Mexico,8-Denmark.png,54,26
23,Canada,1,3,1,5,1968,summer,Mexico City - Mexico,117-Canada.png,41,26
24,Finland,1,2,1,4,1968,summer,Mexico City - Mexico,30-Finland.png,8,26
25,Ethiopia,1,1,0,2,1968,summer,Mexico City - Mexico,95-Ethiopia.png,130,26
25,Norway,1,1,0,2,1968,summer,Mexico City - Mexico,17-Norway.png,3,26
27,New Zealand,1,0,2,3,1968,summer,Mexico City - Mexico,37-New Zealand.png,12,26
28,Tunisia,1,0,1,2,1968,summer,Mexico City - Mexico,107-Tunisia.png,122,26
29,Pakistan,1,0,0,1,1968,summer,Mexico City - Mexico,90-Pakistan.png,28,26
29,Venezuela,1,0,0,1,1968,summer,Mexico City - Mexico,105-Venezuela.png,148,26
31,Cuba,0,4,0,4,1968,summer,Mexico City - Mexico,15-Cuba.png,2,26
32,Austria,0,2,2,4,1968,summer,Mexico City - Mexico,42-Austria.png,14,26
33,Switzerland,0,1,4,5,1968,summer,Mexico City - Mexico,9-Switzerland.png,161,26
34,Mongolia,0,1,3,4,1968,summer,Mexico City - Mexico,118-Mongolia.png,86,26
35,Brazil,0,1,2,3,1968,summer,Mexico City - Mexico,119-Brazil.png,82,26
36,Belgium,0,1,1,2,1968,summer,Mexico City - Mexico,12-Belgium.png,56,26
36,South Korea,0,1,1,2,1968,summer,Mexico City - Mexico,83-South Korea.png,129,26
36,Uganda,0,1,1,2,1968,summer,Mexico City - Mexico,120-Uganda.png,42,26
39,Cameroon,0,1,0,1,1968,summer,Mexico City - Mexico,121-Cameroon.png,68,26
39,Jamaica,0,1,0,1,1968,summer,Mexico City - Mexico,122-Jamaica.png,43,26
41,Argentina,0,0,2,2,1968,summer,Mexico City - Mexico,40-Argentina.png,131,26
42,Greece,0,0,1,1,1968,summer,Mexico City - Mexico,1-Greece.png,55,26
42,India,0,0,1,1,1968,summer,Mexico City - Mexico,68-India.png,20,26
42,Taiwan,0,0,1,1,1968,summer,Mexico City - Mexico,123-Taiwan.png,44,26
1,Soviet Union,8,5,3,16,1972,winter,Sapporo - Japan,86-Soviet Union.png,26,27
2,East Germany,4,3,7,14,1972,winter,Sapporo - Japan,124-East Germany.png,45,27
3,Switzerland,4,3,3,10,1972,winter,Sapporo - Japan,268-Switzerland.png,161,27
4,Netherlands,4,3,2,9,1972,winter,Sapporo - Japan,14-Netherlands.png,59,27
5,United States,3,2,3,8,1972,winter,Sapporo - Japan,92-United States.png,163,27
6,West Germany,3,1,1,5,1972,winter,Sapporo - Japan,125-West Germany.png,46,27
7,Norway,2,5,5,12,1972,winter,Sapporo - Japan,17-Norway.png,3,27
8,Italy,2,2,1,5,1972,winter,Sapporo - Japan,65-Italy.png,113,27
9,Austria,1,2,2,5,1972,winter,Sapporo - Japan,42-Austria.png,14,27
10,Sweden,1,1,2,4,1972,winter,Sapporo - Japan,23-Sweden.png,5,27
11,Japan,1,1,1,3,1972,winter,Sapporo - Japan,34-Japan.png,106,27
12,Czechoslovakia,1,0,2,3,1972,winter,Sapporo - Japan,36-Czechoslovakia.png,11,27
13,Poland,1,0,0,1,1972,winter,Sapporo - Japan,54-Poland.png,52,27
13,Spain,1,0,0,1,1972,winter,Sapporo - Japan,72-Spain.png,63,27
15,Finland,0,4,1,5,1972,winter,Sapporo - Japan,30-Finland.png,8,27
16,France,0,1,2,3,1972,winter,Sapporo - Japan,3-France.png,51,27
17,Canada,0,1,0,1,1972,winter,Sapporo - Japan,117-Canada.png,41,27
1,Soviet Union,50,27,22,99,1972,summer,Munich - West Germany,86-Soviet Union.png,26,28
2,United States,33,31,30,94,1972,summer,Munich - West Germany,92-United States.png,163,28
3,East Germany,20,23,23,66,1972,summer,Munich - West Germany,124-East Germany.png,45,28
4,West Germany,13,11,16,40,1972,summer,Munich - West Germany,125-West Germany.png,46,28
5,Japan,13,8,8,29,1972,summer,Munich - West Germany,34-Japan.png,106,28
6,Australia,8,7,2,17,1972,summer,Munich - West Germany,33-Australia.png,53,28
7,Poland,7,5,9,21,1972,summer,Munich - West Germany,54-Poland.png,52,28
8,Hungary,6,13,16,35,1972,summer,Munich - West Germany,94-Hungary.png,30,28
9,Bulgaria,6,10,5,21,1972,summer,Munich - West Germany,126-Bulgaria.png,81,28
10,Italy,5,3,10,18,1972,summer,Munich - West Germany,65-Italy.png,113,28
11,Sweden,4,6,6,16,1972,summer,Munich - West Germany,23-Sweden.png,5,28
12,Great Britain,4,5,9,18,1972,summer,Munich - West Germany,4-Great Britain.png,162,28
13,Romania,3,6,7,16,1972,summer,Munich - West Germany,114-Romania.png,39,28
14,Cuba,3,1,4,8,1972,summer,Munich - West Germany,15-Cuba.png,2,28
14,Finland,3,1,4,8,1972,summer,Munich - West Germany,30-Finland.png,8,28
16,Netherlands,3,1,1,5,1972,summer,Munich - West Germany,14-Netherlands.png,59,28
17,France,2,4,7,13,1972,summer,Munich - West Germany,3-France.png,51,28
18,Czechoslovakia,2,4,2,8,1972,summer,Munich - West Germany,36-Czechoslovakia.png,11,28
19,Kenya,2,3,4,9,1972,summer,Munich - West Germany,110-Kenya.png,37,28
20,Yugoslavia,2,1,2,5,1972,summer,Munich - West Germany,70-Yugoslavia.png,21,28
21,Norway,2,1,1,4,1972,summer,Munich - West Germany,17-Norway.png,3,28
22,North Korea,1,1,3,5,1972,summer,Munich - West Germany,127-North Korea.png,80,28
23,New Zealand,1,1,1,3,1972,summer,Munich - West Germany,37-New Zealand.png,12,28
24,Uganda,1,1,0,2,1972,summer,Munich - West Germany,120-Uganda.png,42,28
25,Denmark,1,0,0,1,1972,summer,Munich - West Germany,8-Denmark.png,54,28
26,Switzerland,0,3,0,3,1972,summer,Munich - West Germany,9-Switzerland.png,161,28
27,Canada,0,2,3,5,1972,summer,Munich - West Germany,117-Canada.png,41,28
28,Iran,0,2,1,3,1972,summer,Munich - West Germany,108-Iran.png,74,28
29,Belgium,0,2,0,2,1972,summer,Munich - West Germany,12-Belgium.png,56,28
